"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"434UNRWM","preprint","2018","Warin, Xavier","Nesting Monte Carlo for high-dimensional Non Linear PDEs","","","","","http://arxiv.org/abs/1804.08432","A new method based on nesting Monte Carlo is developed to solve highdimensional semi-linear PDEs. Convergence of the method is proved and its convergence rate studied. Results in high dimension for diﬀerent kind of non-linearities show its eﬃciency.","2018-05-14","2023-01-24 21:09:57","2023-03-18 20:34:47","2023-01-24 21:09:57","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1804.08432 [math]","","C:\Users\isido\Zotero\storage\LV4I2MV7\Warin - 2018 - Nesting Monte Carlo for high-dimensional Non Linea.pdf","","monte carlo; PDE","Mathematics - Probability; Primary 65C05, secondary 49L25","","","","","","","","","","","","","","","","","","","arXiv:1804.08432","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KE5VI8Y4","preprint","2018","Agarwal, Ankush; Claisse, Julien","Branching diffusion representation of semi-linear elliptic PDEs and estimation using Monte Carlo method","","","","","http://arxiv.org/abs/1704.00328","We study semi-linear elliptic PDEs with polynomial non-linearity and provide a probabilistic representation of their solution using branching diﬀusion processes. When the non-linearity involves the unknown function but not its derivatives, we extend previous results in the literature by showing that our probabilistic representation provides a solution to the PDE without assuming its existence. In the general case, we derive a new representation of the solution by using marked branching diﬀusion processes and automatic diﬀerentiation formulas to account for the non-linear gradient term. In both cases, we develop new theoretical tools to provide explicit suﬃcient conditions under which our probabilistic representations hold. As an application, we consider several examples including multi-dimensional semi-linear elliptic PDEs and estimate their solution by using the Monte Carlo method.","2018-02-14","2023-01-24 21:10:43","2023-03-18 20:34:35","2023-01-24 21:10:43","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1704.00328 [math]","","C:\Users\isido\Zotero\storage\A5D35SX4\Agarwal en Claisse - 2018 - Branching diffusion representation of semi-linear .pdf","","PDE","Mathematics - Probability; 35J61, 60H30, 60J85, 65C05","","","","","","","","","","","","","","","","","","","arXiv:1704.00328","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAPRP6B9","encyclopediaArticle","2020","","Predictor–corrector method","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Predictor%E2%80%93corrector_method&oldid=955920527","In numerical analysis, predictor–corrector methods belong to a class of algorithms designed to integrate ordinary differential equations – to find an unknown function that satisfies a given differential equation.  All such algorithms proceed in two steps:  The initial, ""prediction"" step, starts from a function fitted to the function-values and derivative-values at a preceding set of points to extrapolate (""anticipate"") this function's value at a subsequent, new point. The next, ""corrector"" step refines the initial approximation by using the predicted value of the function and another method to interpolate that unknown function's value at the same subsequent point.","2020-05-10","2023-01-25 10:02:54","2023-03-18 20:34:19","2023-01-25 10:02:54","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 955920527","","C:\Users\isido\Zotero\storage\8KLI757A\Predictor–corrector_method.html","","ODE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLZHXC86","encyclopediaArticle","2023","","Spectral method","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Spectral_method&oldid=1134134983","Spectral methods are a class of techniques used in applied mathematics and scientific computing to numerically solve certain differential equations. The idea is to write the solution of the differential equation as a sum of certain ""basis functions"" (for example, as a Fourier series which is a sum of sinusoids) and then to choose the coefficients in the sum in order to satisfy the differential equation as well as possible. Spectral methods and finite element methods are closely related and built on the same ideas; the main difference between them is that spectral methods use basis functions that are generally nonzero over the whole domain, while finite element methods use basis functions that are nonzero only on small subdomains (compact support). Consequently, spectral methods connect variables globally while finite elements do so locally. Partially for this reason, spectral methods have excellent error properties, with the so-called ""exponential convergence"" being the fastest possible, when the solution is smooth. However, there are no known three-dimensional single domain spectral shock capturing results (shock waves are not smooth). In the finite element community, a method where the degree of the elements is very high or increases as the grid parameter h increases is sometimes called a spectral element method. Spectral methods can be used to solve differential equations (PDEs, ODEs, eigenvalue, etc) and optimization problems. When applying spectral methods to time-dependent PDEs, the solution is typically written as a sum of basis functions with time-dependent coefficients; substituting this in the PDE yields a system of ODEs in the coefficients which can be solved using any numerical method for ODEs. Eigenvalue problems for ODEs are similarly converted to matrix eigenvalue problems. Spectral methods were developed in a long series of papers by Steven Orszag starting in 1969 including, but not limited to, Fourier series methods for periodic geometry problems, polynomial spectral methods for finite and unbounded geometry problems, pseudospectral methods for highly nonlinear problems, and spectral iteration methods for fast solution of steady-state problems. The implementation of the spectral method is normally accomplished either with collocation or a Galerkin or a Tau approach . For very small problems, the spectral method is unique in that solutions may be written out symbolically, yielding a practical alternative to series solutions for differential equations. Spectral methods can be computationally less expensive and easier to implement than finite element methods; they shine best when high accuracy is sought in simple domains with smooth solutions. However, because of their global nature, the matrices associated with step computation are dense and computational efficiency will quickly suffer when there are many degrees of freedom (with some exceptions, for example if matrix applications can be written as Fourier transforms). For larger problems and nonsmooth solutions, finite elements will generally work better due to sparse matrices and better modelling of discontinuities and sharp bends.","2023-01-17","2023-01-25 10:23:12","2023-03-18 20:28:41","2023-01-25 10:23:12","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 1134134983","","C:\Users\isido\Zotero\storage\ZM4CLCDZ\Spectral_method.html","","ODE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3PJPR7K","encyclopediaArticle","2023","","Galerkin method","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Galerkin_method&oldid=1130900253","In mathematics, in the area of numerical analysis, Galerkin methods, named after the Russian mathematician Boris Galerkin, convert a continuous operator problem, such as a differential equation, commonly in a weak formulation, to a discrete problem by applying linear constraints determined by finite sets of basis functions. Often when referring to a Galerkin method, one also gives the name along with typical assumptions and approximation methods used:  Ritz–Galerkin method (after Walther Ritz) typically assumes symmetric and positive definite bilinear form in the weak formulation, where the differential equation for a physical system can be formulated via minimization of a quadratic function representing the system energy and the approximate solution is a linear combination of the given set of the basis functions. Bubnov–Galerkin method (after Ivan Bubnov) does not require the bilinear form to be symmetric and substitutes the energy minimization with orthogonality constraints determined by the same basis functions that are used to approximate the solution. In an operator formulation of the differential equation, Bubnov–Galerkin method can be viewed as applying an orthogonal projection to the operator. Petrov–Galerkin method (after Georgii I. Petrov) allows using basis functions for orthogonality constraints (called test basis functions) that are different from the basis functions used to approximate the solution. Petrov–Galerkin method can be viewed as an extension of Bubnov–Galerkin method, applying a projection that is not necessarily orthogonal in the operator formulation of the differential equation.Examples of Galerkin methods are: the Galerkin method of weighted residuals, the most common method of calculating the global stiffness matrix in the finite element method, the boundary element method for solving integral equations, Krylov subspace methods.","2023-01-01","2023-01-25 15:17:57","2023-03-18 20:28:38","2023-01-25 15:17:57","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 1130900253","","","","ODE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZZJ97S8","encyclopediaArticle","2022","","Collocation method","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Collocation_method&oldid=1101629556","In mathematics, a collocation method is a method for the numerical solution of ordinary differential equations, partial differential equations and integral equations. The idea is to choose a finite-dimensional space of candidate solutions (usually polynomials up to a certain degree) and a number of points in the domain (called collocation points), and to select that solution which satisfies the given equation at the collocation points.","2022-08-01","2023-01-25 15:18:37","2023-03-18 20:28:34","2023-01-25 15:18:37","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 1101629556","","C:\Users\isido\Zotero\storage\GENR5CET\Collocation_method.html","","ODE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BH37JDJ","journalArticle","2004","Gobet, Emmanuel; Maire, Sylvain","A spectral Monte Carlo method for the Poisson equation","Monte Carlo Methods and Applications","","1569-3961, 0929-9629","10.1515/mcma.2004.10.3-4.275","https://www.degruyter.com/document/doi/10.1515/mcma.2004.10.3-4.275/html","Using a sequential Monte Carlo algorithm, we compute a spectral approximation of the solution of the Poisson equation in dimension 1 and 2. The Feyman-Kac computation of the pointwise solution is achieved using either an integral representation or a modiﬁed walk on spheres method. The variances decrease geometrically with the number of steps. A global solution is obtained, accurate up to the interpolation error. Surprisingly, the accuracy depends very little on the absorption layer thickness of the walk on spheres.","2004-01","2023-01-25 16:00:41","2023-03-18 20:28:18","2023-01-25 16:00:41","","","3-4","10","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\I5NQN5MH\Gobet en Maire - 2004 - A spectral Monte Carlo method for the Poisson equa.pdf","","monte carlo; SALT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGQPJTAJ","preprint","2013","Maire, Sylvain; Tanré, Etienne","Monte Carlo approximations of the Neumann problem","","","","","http://arxiv.org/abs/1203.4910","We introduce Monte Carlo methods to compute the solution of elliptic equations with pure Neumann boundary conditions. We ﬁrst prove that the solution obtained by the stochastic representation has a zero mean value with respect to the invariant measure of the stochastic process associated to the equation. Pointwise approximations are computed by means of standard and new simulation schemes especially devised for local time approximation on the boundary of the domain. Global approximations are computed thanks to a stochastic spectral formulation taking into account the property of zero mean value of the solution. This stochastic formulation is asymptotically perfect in terms of conditioning. Numerical examples are given on the Laplace operator on a square domain with both pure Neumann and mixed Dirichlet-Neumann boundary conditions. A more general convection-diﬀusion equation is also numerically studied.","2013-08-27","2023-01-25 16:12:15","2023-01-25 16:12:15","2023-01-25 16:12:15","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1203.4910 [math]","","C:\Users\isido\Zotero\storage\IAB5W5EV\Maire en Tanré - 2013 - Monte Carlo approximations of the Neumann problem.pdf","","","Mathematics - Probability","","","","","","","","","","","","","","","","","","","arXiv:1203.4910","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLXV5UYY","bookSection","2009","Maire, Sylvain; Tanré, Etienne","Stochastic Spectral Formulations for Elliptic Problems","Monte Carlo and Quasi-Monte Carlo Methods 2008","978-3-642-04106-8 978-3-642-04107-5","","","http://link.springer.com/10.1007/978-3-642-04107-5_33","We describe new stochastic spectral formulations with very good properties in terms of conditioning. These formulations are built by combining Monte Carlo approximations of the Feynman-Kac formula and standard deterministic approximations on basis functions. We give error bounds on the solutions obtained using these formulations in the case of linear approximations. Some numerical tests are made on an anisotropic diﬀusion equation using a tensor product Tchebychef polynomial basis and one random point schemes quantiﬁed or not.","2009","2023-01-25 16:13:45","2023-01-25 16:13:45","2023-01-25 16:13:45","513-528","","","","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-04107-5_33","","C:\Users\isido\Zotero\storage\N6IB2UR9\Maire en Tanré - 2009 - Stochastic Spectral Formulations for Elliptic Prob.pdf","","","","L' Ecuyer, Pierre; Owen, Art B.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTTETC2G","journalArticle","2008","Maire, Sylvain; Tanré, Etienne","Some new simulations schemes for the evaluation of Feynman–Kac representations","Monte Carlo Methods and Applications","","0929-9629, 1569-3961","10.1515/MCMA.2008.002","https://www.degruyter.com/document/doi/10.1515/MCMA.2008.002/html","We describe new variants of the Euler scheme and of the walk on spheres method for the Monte Carlo computation of Feynman-Kac representations. We optimize these variants using quantization for both source and boundary terms. Numerical tests are given on basic examples and on Monte Carlo versions of spectral methods for the Poisson equation. We especially introduce a new stochastic spectral formulation with very good properties in terms of conditioning.","2008-01","2023-01-25 16:14:04","2023-01-25 16:14:04","2023-01-25 16:14:04","","","1","14","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\isido\Zotero\storage\P47ARGF3\Maire en Tanré - 2008 - Some new simulations schemes for the evaluation of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGJAN8KL","preprint","2018","Meester, Ludolf E.","Exponential convergence of adaptive importance sampling estimators for Markov chain expectations","","","","","http://arxiv.org/abs/1806.03029","In this paper it is shown that adaptive importance sampling algorithms converge at exponential rate for Markov chain expectation problems that admit a combination of a ﬁltered estimator and a Markov zero-variance measure. It extends a chain of results—special purpose proofs were already known for several cases [8, 2, 6]. A recent paper [1] provides a complete description of the class of combinations of Markov process expectations of path functionals and ﬁltered estimators that admit zero-variance importance measures that retain the Markov property. In a way, this is the maximal class for which adaptive importance sampling algorithms might exhibit exponential convergence. The main purpose of this paper is to prove that this is the case: for (most of) those combinations the natural adaptive importance sampling algorithm converges at exponential rate. In addition, the applicability of general Markov chain theory for this purpose is discussed through the analysis of a counterexample presented in [7].","2018-07-10","2023-01-25 16:16:55","2023-01-25 16:16:55","2023-01-25 16:16:55","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1806.03029 [math]","","C:\Users\isido\Zotero\storage\8BJ5II9Q\Meester - 2018 - Exponential convergence of adaptive importance sam.pdf","","","Mathematics - Probability","","","","","","","","","","","","","","","","","","","arXiv:1806.03029","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYX88DA3","journalArticle","2014","Gobet, Emmanuel; Surana, Khushboo","A new sequential algorithm for L2-approximation and application to Monte-Carlo integration","","","","","","We design a new stochastic algorithm (called SALT) that sequentially approximates a given function in L2 w.r.t. a probability measure, using a ﬁnite sample of the distribution. By increasing the sets of approximating functions and the simulation eﬀort, we compute a L2-approximation with higher and higher accuracy. The simulation eﬀort is tuned in a robust way that ensures the convergence under rather general conditions. Then, we apply SALT to build eﬃcient control variates for accurate numerical integration. Examples and numerical experiments support the mathematical analysis.","2014","2023-01-25 16:19:32","2023-05-16 19:40:44","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\isido\Zotero\storage\MFJ99N7L\Gobet en Surana - A new sequential algorithm for L2-approximation an.pdf","","monte carlo; SALT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XEKP5XNX","encyclopediaArticle","2022","","Eigenfunction","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Eigenfunction&oldid=1115272845","In mathematics, an eigenfunction of a linear operator D defined on some function space is any non-zero function                         f                 {\displaystyle f}    in that space that, when acted upon by D, is only multiplied by some scaling factor called an eigenvalue. As an equation, this condition can be written as for some scalar eigenvalue                         λ         .                 {\displaystyle \lambda .}    The solutions to this equation may also be subject to boundary conditions that limit the allowable eigenvalues and eigenfunctions. An eigenfunction is a type of eigenvector.","2022-10-10","2023-01-30 13:55:22","2023-01-30 13:55:22","2023-01-30 13:55:22","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 1115272845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R425XTU2","preprint","2015","Hout, Karel in 't; Toivanen, Jari","Application of Operator Splitting Methods in Finance","","","","","http://arxiv.org/abs/1504.01022","Financial derivatives pricing aims to ﬁnd the fair value of a ﬁnancial contract on an underlying asset. Here we consider option pricing in the partial differential equations framework. The contemporary models lead to one-dimensional or multidimensional parabolic problems of the convection-diffusion type and generalizations thereof. An overview of various operator splitting methods is presented for the efﬁcient numerical solution of these problems.","2015-04-04","2023-01-30 16:11:12","2023-03-18 20:27:04","2023-01-30 16:11:12","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1504.01022 [q-fin]","","C:\Users\isido\Zotero\storage\P4MV65GF\Hout en Toivanen - 2015 - Application of Operator Splitting Methods in Finan.pdf","","ODE","Quantitative Finance - Computational Finance","","","","","","","","","","","","","","","","","","","arXiv:1504.01022","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEHW9EQA","journalArticle","","Giles, Mike","Smoking adjoints, part II: fast Monte Carlo Greeks","","","","","","The efficient calculation of price sensitivities continues to be among the greatest practical challenges facing users of Monte Carlo methods in the derivatives industry. Computing Greeks is essential to hedging and risk management, but typically requires substantially more computing time than pricing a derivative. This article shows how an adjoint formula- tion can be used to accelerate the calculation of the Greeks. This method is particularly well suited to applications requiring sensitivities to a large number of parameters. Examples include interest rate derivatives requir- ing sensitivities to all initial forward rates and equity derivatives requiring sensitivities to all points on a volatility surface. The simplest methods for estimating Greeks are based on finite differ- ence approximations, in which a Monte Carlo pricing routine is rerun mul- tiple times at different settings of the input parameters in order to estimate sensitivities to the parameters. In the fixed-income setting, for example, this would mean perturbing each initial forward rate and then rerunning the Monte Carlo simulation to re-price a security or a whole book. The main virtues of this method are that it is straightforward to understand and requires no additional programming. But the bias and variance properties of finite difference estimates can be rather poor, and their computing time requirements grow with the number of input parameters. Better estimates of price sensitivities can often be derived by using in- formation about model dynamics in a Monte Carlo simulation. Techniques for doing this include the pathwise method and likelihood ratio method, both of which are reviewed in chapter 7 of Glasserman (2004). When ap- plicable, these methods produce unbiased estimates of price sensitivities from a single set of simulated paths, that is, without perturbing any para- meters. The pathwise method accomplishes this by differentiating the evo- lution of the underlying assets or state variables along each path; the likelihood ratio method instead differentiates the transition density of the underlying assets or state variables. In comparison with finite difference estimates, these methods require additional model analysis and program- ming, but the additional effort is often justified by the improvement in the quality of calculated Greeks. The adjoint method we develop here applies ideas used in computa- tional fluid dynamics (Giles & Pierce, 2000) to the calculation of pathwise estimates of Greeks. The estimate calculated using the adjoint method is identical to the ordinary pathwise estimate; its potential advantage is there- fore computational, rather than statistical. The relative merits of the ordi- nary (forward) calculation of pathwise Greeks and the adjoint calculation can be summarised as follows: a) the adjoint method is advantageous for calculating the sensitivities of a small number of securities with respect to a large number of parameters; and b) the forward method is advantageous for calculating the sensitivities of many securities with respect to a small number of parameters. The ‘small number of securities’ in this dichotomy could be an entire book, consisting of many individual securities, so long as the sensitivities to be calculated are for the book as a whole and not for the constituent securities. The rest of this article is organised as follows. The next section reviews the usual forward calculation of pathwise Greeks and the subsequent sec- tion illustrates its application in the Libor market model. We then develop the adjoint method for delta estimates, and extend it to applications such as vega estimation requiring sensitivities to parameters of model dynam- ics, rather than just sensitivities to initial conditions. We then extend it to gamma estimation. We use the Libor market model as an illustrative ex- ample in both settings. Lastly, we present numerical results that illustrate the computational savings offered by the adjoint method.","","2023-01-30 16:57:01","2023-08-03 17:46:28","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\isido\Zotero\storage\D4MR342G\Giles - Smoking adjoints, part II fast Monte Carlo Greeks.pdf","","greeks; monte carlo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9DGX66I","preprint","2021","Maran, Andrea; Pallavicini, Andrea; Scoleri, Stefano","Chebyshev Greeks: Smoothing Gamma without Bias","","","","","http://arxiv.org/abs/2106.12431","The computation of Greeks is a fundamental task for risk managing of ﬁnancial instruments. The standard approach to their numerical evaluation is via ﬁnite diﬀerences. Most exotic derivatives are priced via Monte Carlo simulation: in these cases, it is hard to ﬁnd a fast and accurate approximation of Greeks, mainly because of the need of a tradeoﬀ between bias and variance. Recent improvements in Greeks computation, such as Adjoint Algorithmic Diﬀerentiation, are unfortunately uneﬀective on second order Greeks (such as Gamma), which are plagued by the most signiﬁcant instabilities, so that a viable alternative to standard ﬁnite diﬀerences is still lacking. We apply Chebyshev interpolation techniques to the computation of spot Greeks, showing how to improve the stability of ﬁnite diﬀerence Greeks of arbitrary order, in a simple and general way. The increased performance of the proposed technique is analyzed for a number of real payoﬀs commonly traded by ﬁnancial institutions.","2021-06-23","2023-01-30 17:59:14","2023-03-19 15:58:34","2023-01-30 17:59:14","","","","","","","Chebyshev Greeks","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2106.12431 [q-fin]","","C:\Users\isido\Zotero\storage\NAD6EA6C\Maran e.a. - 2021 - Chebyshev Greeks Smoothing Gamma without Bias.pdf","","chebychev; greeks","Quantitative Finance - Computational Finance; Quantitative Finance - Mathematical Finance; Quantitative Finance - Pricing of Securities; Quantitative Finance - Risk Management","","","","","","","","","","","","","","","","","","","arXiv:2106.12431","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQMNHDI6","journalArticle","","Trefethen, Lloyd N","Approximation Theory and Approximation Practice","","","","","","There are quite a number of excellent books on approximation theory. Three classics are [Cheney 1966], [Davis 1975], and [Meinardus 1967], and a slightly more recent computationally oriented classic is [Powell 1981]. Perhaps the first approximation theory text was [Borel 1905]. A good deal of my emphasis will be on ideas related to Chebyshev points and polynomials, whose origins go back more than a century to mathematicians including Chebyshev (1821–1894), de la Valle  ́e Poussin (1866–1962), Bernstein (1880–1968), and Jackson (1888–1946). In the computer era, some of the early figures who developed “Chebyshev technology,” in approximately chronological order, were Lanczos, Clenshaw, Good, Fox, Elliott, Mason, Orszag, Paszkowski, and V. I. Lebedev. Five books on Chebyshev polynomials are by Snyder [1966], Paszkowski [1975], Fox and Parker [1968], Rivlin [1990], and Mason and Handscomb [2003]. One reason we emphasize Chebyshev technology so much is that in practice, for working with functions on intervals, these methods are unbeatable. For example, we shall see in Chapter 16 that the difference in approximation power between Chebyshev and “optimal” interpolation points is utterly negligible. Another reason is that if you know the Chebyshev material well, this is the best possible foundation for work on other approximation topics, and for understanding the links with Fourier analysis.","","2023-01-30 18:24:38","2023-08-03 17:43:04","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\isido\Zotero\storage\MREQLLLP\Trefethen - Approximation Theory and Approximation Practice.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4J8EAQ4C","webpage","","","A continuous analogue of Krylov subspace methods for ODEs » Chebfun","","","","","https://www.chebfun.org/examples/ode-linear/Krylov.html","","","2023-01-30 21:10:22","2023-01-30 21:10:22","2023-01-30 21:10:22","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\DRV7T8ZF\Krylov.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEBDAGGJ","preprint","2018","Gilles, Marc Aurèle; Townsend, Alex","Continuous analogues of Krylov methods for differential operators","","","","","http://arxiv.org/abs/1803.11049","Analogues of the conjugate gradient method, MINRES, and GMRES are derived for solving boundary value problems (BVPs) involving second-order diﬀerential operators. Two challenges arise: imposing the boundary conditions on the solution while building up a Krylov subspace, and guaranteeing convergence of the Krylov-based method on unbounded operators. Our approach employs projection operators to guarantee that the boundary conditions are satisﬁed, and we develop an operator preconditioner that ensures that an approximate solution is computed after a ﬁnite number of iterations. The developed Krylov methods are practical iterative BVP solvers that are particularly eﬃcient when a fast operator-function product is available.","2018-04-19","2023-01-30 21:16:43","2023-01-30 21:16:44","2023-01-30 21:16:43","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1803.11049 [math]","","C:\Users\isido\Zotero\storage\K2ZL49ZL\Gilles en Townsend - 2018 - Continuous analogues of Krylov methods for differe.pdf","","","Mathematics - Numerical Analysis; 65F10, 65N35, 47E05","","","","","","","","","","","","","","","","","","","arXiv:1803.11049","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV9277SW","webpage","","","Constrained optimization in Chebfun » Chebfun","","","","","https://www.chebfun.org/examples/opt/ConstrainedOptimization.html","","","2023-01-30 21:20:03","2023-01-30 21:20:03","2023-01-30 21:20:03","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\QIPJE4L9\ConstrainedOptimization.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5UWJRU6","webpage","","","Black-Scholes PDE using operator exponential » Chebfun","","","","","https://www.chebfun.org/examples/pde/BSExponential.html","","","2023-01-30 21:31:31","2023-01-30 21:31:31","2023-01-30 21:31:31","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\F23C3NDI\BSExponential.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2D62LBUF","webpage","","","Some tricky integrals » Chebfun","","","","","https://www.chebfun.org/examples/quad/Tricky.html","","","2023-01-30 21:36:40","2023-01-30 21:36:40","2023-01-30 21:36:40","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\WBGFR5FD\Tricky.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGVIWNMZ","webpage","","","Integrating Tj(x)*Tk(y) over the unit disk » Chebfun","","","","","https://www.chebfun.org/examples/quad/TjTkDisk.html","","","2023-01-30 21:38:04","2023-01-30 21:38:04","2023-01-30 21:38:04","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\L63WYHKI\TjTkDisk.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKP6ECAQ","webpage","","","The white noise paradox » Chebfun","","","","","https://www.chebfun.org/examples/ode-random/WhiteNoiseParadox.html","","","2023-01-30 21:41:44","2023-01-30 21:41:44","2023-01-30 21:41:44","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\JEPR2VXQ\WhiteNoiseParadox.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYK39P9V","webpage","","","Geometric Brownian motion » Chebfun","","","","","https://www.chebfun.org/examples/ode-random/GBM.html","","","2023-01-30 21:43:03","2023-01-30 21:43:03","2023-01-30 21:43:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"974SRTC8","webpage","","","Brownian paths and random polynomials » Chebfun","","","","","https://www.chebfun.org/examples/stats/RandomPolynomials.html","","","2023-01-30 21:44:02","2023-03-18 20:26:23","2023-01-30 21:44:02","","","","","","","","","","","","","","","","","","","","","","","C:\Users\isido\Zotero\storage\SPBD8LDT\RandomPolynomials.html","","finance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
